idx,session_id,camera_id,presented_order,time_ms,label_state,sub_label,attributes,confidence,is_uncertain,desc_major,desc_sub,desc_attrs,description,nl_tags,desc_major_encoded,observation.robot_state.joint_positions_2,action.joint_position_0,action.target_cartesian_position_1,action.joint_position_2,action.cartesian_position_1
131,Mon_May_15_22_22_44_2023,20103212,131,395,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[132/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07043608278036118,-0.16248492058366537,-0.1597864258769945,-0.07020831108093262,-0.15384765447988344
132,Mon_May_15_22_22_44_2023,20103212,132,405,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[133/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.0705050677061081,-0.16205122787505388,-0.15999812611676206,-0.0709905709081795,-0.15426824513352272
133,Mon_May_15_22_22_44_2023,20103212,133,440,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[134/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07066484540700912,-0.16054027318023145,-0.15963463227026858,-0.07266800908837467,-0.1544739147278413
134,Mon_May_15_22_22_44_2023,20103212,134,376,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[135/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.0709383487701416,-0.16039605159312487,-0.15897972110909497,-0.07277075864840299,-0.1545821473896588
135,Mon_May_15_22_22_44_2023,20103212,135,314,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[136/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07127655297517776,-0.1592678852903191,-0.15819653737303935,-0.07382577005773783,-0.1546025904557009
136,Mon_May_15_22_22_44_2023,20103212,136,408,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[137/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07152722030878067,-0.15828254638472572,-0.1576180162730792,-0.07478535291738808,-0.15458884286519062
137,Mon_May_15_22_22_44_2023,20103212,137,362,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[138/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07176404446363449,-0.1578219715738669,-0.15681759573893034,-0.07488728896714747,-0.1543679910074036
138,Mon_May_15_22_22_44_2023,20103212,138,426,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[139/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.0718490406870842,-0.15641866507939994,-0.15579806828507292,-0.07588980626314878,-0.15399260656538794
139,Mon_May_15_22_22_44_2023,20103212,139,358,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[140/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07185732573270798,-0.15406475914642215,-0.15503316418007923,-0.07828203309327364,-0.15373394562183287
140,Mon_May_15_22_22_44_2023,20103212,140,727,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[141/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.0719183161854744,-0.15290074655786157,-0.15402205509302264,-0.07902304548770189,-0.1533174653439121
141,Mon_May_15_22_22_44_2023,20103212,141,375,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[142/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07215004414319992,-0.15119604067876935,-0.1530908048241172,-0.08038571383804083,-0.15288044698867326
142,Mon_May_15_22_22_44_2023,20103212,142,346,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[143/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07227974385023117,-0.15002207225188613,-0.15208824542065125,-0.08128522522747517,-0.15242708871848754
143,Mon_May_15_22_22_44_2023,20103212,143,325,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[144/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.072394959628582,-0.1503209937363863,-0.15192974174240187,-0.08089531864970922,-0.1523054486670306
144,Mon_May_15_22_22_44_2023,20103212,144,326,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[145/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07251004874706268,-0.1499822954647243,-0.15222838551017287,-0.08115893043577671,-0.15238817047406972
145,Mon_May_15_22_22_44_2023,20103212,145,309,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[146/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07254444062709808,-0.1500024707056582,-0.15255528556711667,-0.08144830819219351,-0.15253005686181484
146,Mon_May_15_22_22_44_2023,20103212,146,745,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[147/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.0725763812661171,-0.149987171869725,-0.1527685943325578,-0.08177404850721359,-0.15265685033351997
147,Mon_May_15_22_22_44_2023,20103212,147,398,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[148/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.0726746991276741,-0.1494283126667142,-0.15237541190973553,-0.08247449528425932,-0.15261780914735656
148,Mon_May_15_22_22_44_2023,20103212,148,339,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[149/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07289464771747589,-0.14796491432935,-0.1510987789296987,-0.08366483263671398,-0.15222699980675736
149,Mon_May_15_22_22_44_2023,20103212,149,298,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[150/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07312486320734024,-0.14708081539720297,-0.15004818452597357,-0.08415315300226212,-0.15185631742030642
150,Mon_May_15_22_22_44_2023,20103212,150,361,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[151/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07330536097288132,-0.1465598726645112,-0.14891427208523011,-0.08415102679282427,-0.1514284739253672
151,Mon_May_15_22_22_44_2023,20103212,151,357,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[152/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07348256558179855,-0.14572416245937347,-0.14801113271169042,-0.08448270801454782,-0.15096011371706491
152,Mon_May_15_22_22_44_2023,20103212,152,330,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[153/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07356494665145874,-0.14447423443198204,-0.1470711578572651,-0.0851562162861228,-0.15040265767443406
153,Mon_May_15_22_22_44_2023,20103212,153,409,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[154/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07364653795957565,-0.14378387480974197,-0.1458383283096329,-0.08500706776976585,-0.1497260213299757
154,Mon_May_15_22_22_44_2023,20103212,154,362,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[155/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07370308041572571,-0.14356195274740458,-0.1442088927466985,-0.08425557985901833,-0.1489307189598425
155,Mon_May_15_22_22_44_2023,20103212,155,375,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[156/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07372333854436874,-0.1424197107553482,-0.14234509915413812,-0.08426484186202288,-0.14801952745878083
156,Mon_May_15_22_22_44_2023,20103212,156,342,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[157/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07372113317251205,-0.14117626566439867,-0.14133986916163788,-0.08474219869822264,-0.14737755278505096
157,Mon_May_15_22_22_44_2023,20103212,157,486,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[158/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.073729008436203,-0.13957088720053434,-0.14100591279488922,-0.08579013589769602,-0.14687811559968486
158,Mon_May_15_22_22_44_2023,20103212,158,300,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[159/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.0737236961722374,-0.1384743107482791,-0.14096134738726024,-0.0863750409334898,-0.14648061184809583
159,Mon_May_15_22_22_44_2023,20103212,159,343,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[160/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07373955845832825,-0.1361127346754074,-0.14032748799231765,-0.08801138214766979,-0.14582636006439892
160,Mon_May_15_22_22_44_2023,20103212,160,375,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[161/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07380428165197372,-0.13211768120527267,-0.13920885223254736,-0.0914553627371788,-0.14508644826004347
161,Mon_May_15_22_22_44_2023,20103212,161,355,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[162/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.07396361231803894,-0.12676327675580978,-0.13823605731831579,-0.09658623114228249,-0.1444127323318518
162,Mon_May_15_22_22_44_2023,20103212,162,1993,grasp,contact,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,대상 접촉.,,"[163/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 대상 접촉. (session=Mon_May_15_22_22_44_2023, cam=20103212)",contact;grasp;grip;touch;잡기;접촉;파지,1,-0.0747772753238678,-0.12130007334053516,-0.13712702258921144,-0.10178505070507526,-0.14368286194092214
163,Mon_May_15_22_22_44_2023,20103212,163,371,grasp,contact,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,대상 접촉.,,"[164/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 대상 접촉. (session=Mon_May_15_22_22_44_2023, cam=20103212)",contact;grasp;grip;touch;잡기;접촉;파지,1,-0.07645371556282043,-0.1157412976026535,-0.1357640945548158,-0.10650805570185184,-0.14262209734448572
164,Mon_May_15_22_22_44_2023,20103212,164,252,grasp,contact,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,대상 접촉.,,"[165/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 대상 접촉. (session=Mon_May_15_22_22_44_2023, cam=20103212)",contact;grasp;grip;touch;잡기;접촉;파지,1,-0.0786588191986084,-0.10869084298610687,-0.134454110870113,-0.11309202760457993,-0.14158202879479156
165,Mon_May_15_22_22_44_2023,20103212,165,281,grasp,contact,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,대상 접촉.,,"[166/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 대상 접촉. (session=Mon_May_15_22_22_44_2023, cam=20103212)",contact;grasp;grip;touch;잡기;접촉;파지,1,-0.08259914815425873,-0.1035670842975378,-0.1343046716821204,-0.11823931522667408,-0.1410677169252936
166,Mon_May_15_22_22_44_2023,20103212,166,280,grasp,contact,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,대상 접촉.,,"[167/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 대상 접촉. (session=Mon_May_15_22_22_44_2023, cam=20103212)",contact;grasp;grip;touch;잡기;접촉;파지,1,-0.08823361247777939,-0.09978043287992477,-0.13444176437753175,-0.12060396000742912,-0.13989893765113404
167,Mon_May_15_22_22_44_2023,20103212,167,473,grasp,contact,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,대상 접촉.,,"[168/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 대상 접촉. (session=Mon_May_15_22_22_44_2023, cam=20103212)",contact;grasp;grip;touch;잡기;접촉;파지,1,-0.0920100212097168,-0.0959056094288826,-0.13479220139624803,-0.1235048845410347,-0.13903950813279348
168,Mon_May_15_22_22_44_2023,20103212,168,394,grasp,contact,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,대상 접촉.,,"[169/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 대상 접촉. (session=Mon_May_15_22_22_44_2023, cam=20103212)",contact;grasp;grip;touch;잡기;접촉;파지,1,-0.09643903374671936,-0.09200634621083736,-0.13503446693286297,-0.1265869401395321,-0.13825665792474523
169,Mon_May_15_22_22_44_2023,20103212,169,642,grasp,contact,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,대상 접촉.,,"[170/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 대상 접촉. (session=Mon_May_15_22_22_44_2023, cam=20103212)",contact;grasp;grip;touch;잡기;접촉;파지,1,-0.10115272551774979,-0.08826444484293461,-0.135453772866232,-0.1294506099075079,-0.13746317003797845
170,Mon_May_15_22_22_44_2023,20103212,170,1443,grasp,pre-shape,,M,0,로봇 그리퍼가 대상을 파지하고 있습니다.,그리퍼 프리셰이프.,,"[171/250] 로봇 그리퍼가 대상을 파지하고 있습니다. 그리퍼 프리셰이프. (session=Mon_May_15_22_22_44_2023, cam=20103212)",grasp;grip;pre-shape;preset;잡기;파지;프리셰이프,1,-0.10463856160640717,-0.08583974093198776,-0.1356497699486207,-0.131050743162632,-0.1368041557992619
171,Mon_May_15_22_22_44_2023,20103212,171,0,,,,,0,,,,,,0,-0.1073194220662117,-0.08332089893519878,-0.1357449985836982,-0.1333003155887127,-0.13645060909148451
172,Mon_May_15_22_22_44_2023,20103212,172,0,,,,,0,,,,,,0,-0.11038072407245636,-0.08163739554584026,-0.1359752159776058,-0.13519644923508167,-0.13638952342650915
173,Mon_May_15_22_22_44_2023,20103212,173,0,,,,,0,,,,,,0,-0.11325090378522873,-0.08273599296808243,-0.13693110763621796,-0.1343725435435772,-0.1367187206431943
174,Mon_May_15_22_22_44_2023,20103212,174,0,,,,,0,,,,,,0,-0.11484229564666748,-0.0860906895250082,-0.13835254295175764,-0.1310508605092764,-0.13710486882740816
175,Mon_May_15_22_22_44_2023,20103212,175,0,,,,,0,,,,,,0,-0.11530907452106476,-0.08991082664579153,-0.138809912246381,-0.12687262147665024,-0.1373367431915979
176,Mon_May_15_22_22_44_2023,20103212,176,0,,,,,0,,,,,,0,-0.11532854288816452,-0.09503743064124137,-0.1368907038271247,-0.11947753140702844,-0.1366233059726588
177,Mon_May_15_22_22_44_2023,20103212,177,0,,,,,0,,,,,,0,-0.11531888693571091,-0.09643847079132684,-0.1311067870310067,-0.11403983435593545,-0.1344408814255565
178,Mon_May_15_22_22_44_2023,20103212,178,0,,,,,0,,,,,,0,-0.11514262855052948,-0.09771795989945531,-0.12364691536724287,-0.10765084717422724,-0.13155830108038977
179,Mon_May_15_22_22_44_2023,20103212,179,0,,,,,0,,,,,,0,-0.11477671563625336,-0.09769938874524087,-0.11592089163731262,-0.1022374052554369,-0.12839682037931205
180,Mon_May_15_22_22_44_2023,20103212,180,0,,,,,0,,,,,,0,-0.11404333263635635,-0.09748417594528291,-0.10832808502453867,-0.09625191986560822,-0.1248052645025339
181,Mon_May_15_22_22_44_2023,20103212,181,0,,,,,0,,,,,,0,-0.11242648214101791,-0.09682907530805096,-0.10120311138378857,-0.08977358043193817,-0.12059055550898343
182,Mon_May_15_22_22_44_2023,20103212,182,0,,,,,0,,,,,,0,-0.10929957777261734,-0.09716834318533074,-0.09542552639414631,-0.08150137402117252,-0.11599527489159167
183,Mon_May_15_22_22_44_2023,20103212,183,0,,,,,0,,,,,,0,-0.10403581708669662,-0.09606794494902715,-0.0888874331171911,-0.0737424474209547,-0.11067728880999986
184,Mon_May_15_22_22_44_2023,20103212,184,0,,,,,0,,,,,,0,-0.09711100906133652,-0.09513190167490393,-0.08489527641450645,-0.0667586475610733,-0.10595028228579194
185,Mon_May_15_22_22_44_2023,20103212,185,0,,,,,0,,,,,,0,-0.08942980319261551,-0.09383671847172081,-0.08119925422838986,-0.06027031131088734,-0.10122730885957054
186,Mon_May_15_22_22_44_2023,20103212,186,0,,,,,0,,,,,,0,-0.0813908576965332,-0.09097171667963266,-0.07592822542382993,-0.05475879646837711,-0.09617871951533004
187,Mon_May_15_22_22_44_2023,20103212,187,0,,,,,0,,,,,,0,-0.07363612204790115,-0.08887997549027205,-0.07170163129172952,-0.049499062821269035,-0.0916468660697424
188,Mon_May_15_22_22_44_2023,20103212,188,0,,,,,0,,,,,,0,-0.06705781072378159,-0.08632407430559397,-0.0672089873131374,-0.044694624841213226,-0.08705853273631109
189,Mon_May_15_22_22_44_2023,20103212,189,0,,,,,0,,,,,,0,-0.060764942318201065,-0.08289587637409568,-0.06182736222413304,-0.040960825979709625,-0.08250020747805806
190,Mon_May_15_22_22_44_2023,20103212,190,0,,,,,0,,,,,,0,-0.056095466017723083,-0.07791145239025354,-0.052718781267602044,-0.03629922587424517,-0.07632777666114227
191,Mon_May_15_22_22_44_2023,20103212,191,0,,,,,0,,,,,,0,-0.051555708050727844,-0.07420534733682871,-0.04600936650698434,-0.031421974301338196,-0.07092158861259018
192,Mon_May_15_22_22_44_2023,20103212,192,0,,,,,0,,,,,,0,-0.04691880941390991,-0.07062413264065981,-0.0375219670838835,-0.024737626314163208,-0.06453637361179002
193,Mon_May_15_22_22_44_2023,20103212,193,0,,,,,0,,,,,,0,-0.042765673249959946,-0.0651081595569849,-0.02924248397489182,-0.01996712014079094,-0.057956487201675
194,Mon_May_15_22_22_44_2023,20103212,194,0,,,,,0,,,,,,0,-0.03784257918596268,-0.05988085828721523,-0.021320700673437998,-0.014250367879867554,-0.0510088224068943
195,Mon_May_15_22_22_44_2023,20103212,195,0,,,,,0,,,,,,0,-0.03226214647293091,-0.05326975975185633,-0.013426807880737857,-0.009876826778054237,-0.043975585088259904
196,Mon_May_15_22_22_44_2023,20103212,196,0,,,,,0,,,,,,0,-0.02726810798048973,-0.04691450856626034,-0.00912000497353993,-0.006734726019203663,-0.03787197548960493
197,Mon_May_15_22_22_44_2023,20103212,197,0,,,,,0,,,,,,0,-0.02181580848991871,-0.040264859795570374,-0.00544381026514823,-0.004249397665262222,-0.031999911215485836
198,Mon_May_15_22_22_44_2023,20103212,198,0,,,,,0,,,,,,0,-0.017678339034318924,-0.03400582820177078,-0.0038908013451356693,-0.0033991867676377296,-0.02742539769963395
199,Mon_May_15_22_22_44_2023,20103212,199,0,,,,,0,,,,,,0,-0.014685655944049358,-0.030071593821048737,-0.00342895813598576,-0.0009796489030122757,-0.023557437501156117
200,Mon_May_15_22_22_44_2023,20103212,200,0,,,,,0,,,,,,0,-0.012013060972094536,-0.026303716003894806,-0.00438957462766687,-0.0002923766151070595,-0.020789053011905104
201,Mon_May_15_22_22_44_2023,20103212,201,0,,,,,0,,,,,,0,-0.009504018351435661,-0.024155990686267614,-0.00672195007365492,-0.0005472921766340733,-0.019654958601897757
202,Mon_May_15_22_22_44_2023,20103212,202,0,,,,,0,,,,,,0,-0.008233672939240932,-0.022454433143138885,-0.009102866201684962,-0.0011223913170397282,-0.01898949389311898
203,Mon_May_15_22_22_44_2023,20103212,203,0,,,,,0,,,,,,0,-0.007969994097948074,-0.021677125710994005,-0.012835619926175379,-0.0031618550419807434,-0.019730142068013885
204,Mon_May_15_22_22_44_2023,20103212,204,0,,,,,0,,,,,,0,-0.007929865270853043,-0.020852777874097228,-0.01586986030995441,-0.005581813398748636,-0.020632369474916132
205,Mon_May_15_22_22_44_2023,20103212,205,0,,,,,0,,,,,,0,-0.007843411527574062,-0.02108487911755219,-0.019852628497998126,-0.007033067638985813,-0.021624512807920653
206,Mon_May_15_22_22_44_2023,20103212,206,0,,,,,0,,,,,,0,-0.007716094143688679,-0.021726471051806584,-0.02279269440301046,-0.007953667300171219,-0.022600856351955925
207,Mon_May_15_22_22_44_2023,20103212,207,0,,,,,0,,,,,,0,-0.007717908825725317,-0.022172710800077766,-0.026707221484373656,-0.01001005619764328,-0.02410023078925559
208,Mon_May_15_22_22_44_2023,20103212,208,0,,,,,0,,,,,,0,-0.007743470370769501,-0.022433015750721097,-0.029334494192437444,-0.012027840362861753,-0.02541306241193269
209,Mon_May_15_22_22_44_2023,20103212,209,0,,,,,0,,,,,,0,-0.008194024674594402,-0.02071242971578613,-0.03177208656370095,-0.01644216338172555,-0.026837815593181
210,Mon_May_15_22_22_44_2023,20103212,210,0,,,,,0,,,,,,0,-0.008998139761388302,-0.019351103343069553,-0.0340211746517865,-0.0204281248152256,-0.028292820134164696
211,Mon_May_15_22_22_44_2023,20103212,211,0,,,,,0,,,,,,0,-0.010208428837358952,-0.01919779716990888,-0.03586214321157938,-0.02322670817375183,-0.02986001400203111
212,Mon_May_15_22_22_44_2023,20103212,212,0,,,,,0,,,,,,0,-0.012086171656847,-0.018819215008988976,-0.03773272998856536,-0.026550608687102795,-0.03160482539879915
213,Mon_May_15_22_22_44_2023,20103212,213,0,,,,,0,,,,,,0,-0.014582565054297447,-0.018275919603183866,-0.03882843326854235,-0.029828916303813457,-0.03321870722371163
214,Mon_May_15_22_22_44_2023,20103212,214,0,,,,,0,,,,,,0,-0.017580879852175713,-0.017984585370868444,-0.03951578411476753,-0.03283000458031893,-0.03479232480010741
215,Mon_May_15_22_22_44_2023,20103212,215,0,,,,,0,,,,,,0,-0.020762616768479347,-0.018004192039370537,-0.04001951327474418,-0.03510306403040886,-0.03614520020057076
216,Mon_May_15_22_22_44_2023,20103212,216,0,,,,,0,,,,,,0,-0.023925386369228363,-0.018579840194433928,-0.040587136189012996,-0.03610524162650108,-0.03713097480679649
217,Mon_May_15_22_22_44_2023,20103212,217,0,,,,,0,,,,,,0,-0.02618507854640484,-0.01995642576366663,-0.04225047690808026,-0.03681609034538269,-0.038442778450024306
218,Mon_May_15_22_22_44_2023,20103212,218,0,,,,,0,,,,,,0,-0.02819524146616459,-0.02114360756240785,-0.044363856827706494,-0.03810656350106001,-0.040008146042186915
219,Mon_May_15_22_22_44_2023,20103212,219,0,,,,,0,,,,,,0,-0.030171506106853485,-0.025310595985502005,-0.04674776380104456,-0.03597265435382724,-0.041633817776451386
